District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Female_ST,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated
476,GUJARAT,Rajkot,3804558,1974445,1830113,2725056,1514075,1210981,11513,349357,214285,23780,891628,3397406,361388,5478,1918,1170,33591,269,383780,913928,402240,540278,204306,266295,29924,2740751,738660,3479411,2080568,1052871,659576,11543
477,GUJARAT,Jamnagar,2160119,1114192,1045927,1396534,795140,601394,11772,264318,147193,11359,424570,1810443,320805,4392,1873,1086,18856,136,255785,491009,194057,199634,74029,87523,18573,1320610,502873,1823483,1220598,576319,358455,4747
478,GUJARAT,Porbandar,585449,300209,285240,393678,221621,172057,6309,65702,48964,2371,114132,549749,33565,500,248,91,515,38,50588,150643,71637,63458,25119,22458,5260,389163,137119,526282,314886,163777,105638,1148
479,GUJARAT,Junagadh,2743082,1404356,1338726,1842818,1046981,795837,27108,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,4388
480,GUJARAT,Amreli,1514190,771049,743141,995459,558180,437279,3466,232126,209935,6083,208995,1410463,99105,919,415,243,2053,40,230474,412251,120625,149478,66785,50999,8582,1039194,380595,1419789,836343,389892,282409,5546
481,GUJARAT,Bhavnagar,2880365,1490201,1390164,1887255,1087371,799884,4359,231796,334025,17996,566815,2632574,212863,3457,1410,445,26974,127,422461,929286,266953,281250,96241,93391,13946,2103528,508664,2612192,1708938,720241,445121,6065
482,GUJARAT,Anand,2092745,1087224,1005521,1551253,874481,676772,12063,152412,346329,16460,329593,1798794,250919,29789,1524,267,8591,142,257524,560542,229013,283571,127459,110351,20487,1588947,360506,1949453,1134962,585093,366419,6271
483,GUJARAT,Kheda,2299885,1185727,1114158,1660243,942480,717763,19279,239241,359842,12455,322445,2000884,264482,26629,1403,300,3479,82,295057,641541,250044,310341,148530,84223,19498,1749234,482078,2231312,1260660,628221,388646,22358
484,GUJARAT,Panch Mahals,2390776,1226961,1163815,1440805,858054,582751,353256,456768,376038,10771,253930,2220974,158513,2863,662,337,5236,131,255905,601358,205420,283648,139773,71810,17958,1575872,781582,2357454,1421859,599925,363391,5601
485,GUJARAT,Dohad,2127086,1068651,1058435,1007171,599035,408136,787545,388612,438597,8815,163100,2045243,66353,9907,493,260,3331,114,214098,392739,114168,156556,95794,41458,9656,1024469,1047088,2071557,1402616,467115,252153,5202
486,GUJARAT,Vadodara,4165626,2153736,2011890,2893080,1614087,1278993,563236,312126,570361,17680,793306,3713941,384579,23813,9340,2069,27650,1124,396624,865726,457662,504732,268451,314960,60177,2868332,910219,3778551,2213474,1190041,733710,28401
487,GUJARAT,Narmada,590297,301086,289211,370336,211767,158569,236868,62823,188030,2594,41348,559848,22600,4413,147,80,373,2078,76197,146661,58188,52687,28396,14748,3451,380328,192780,573108,336830,157910,93466,2091
488,GUJARAT,Bharuch,1551019,805707,745312,1118276,623047,495229,237796,78120,253577,8902,286525,1188204,343511,9494,1733,442,4813,342,161675,367060,164765,188539,83895,74380,16036,1056350,273829,1330179,844298,442523,254728,9470
489,GUJARAT,The Dangs,228291,113821,114470,140968,77314,63654,108534,64561,40486,1172,12038,203545,3593,20029,69,32,39,560,43639,59954,17736,14872,7560,3490,2215,149466,91160,240626,146095,51821,30027,348
490,GUJARAT,Navsari,1329672,678165,651507,1001909,539471,462438,319919,112809,206608,7173,265244,1225087,78669,5733,2459,601,13386,2823,145678,266733,140235,190861,112460,85041,26012,967020,261956,1228976,673014,390349,258957,7352
491,GUJARAT,Valsad,1705678,887222,818456,1170657,655528,515129,451818,147569,183025,11833,400818,1571147,94034,19661,1589,913,13809,1417,165459,303197,171712,212318,123281,90912,26987,1093866,405928,1499794,944532,485874,259906,15366
492,GUJARAT,Surat,6081322,3402224,2679098,4571410,2687468,1883942,424863,109549,325739,42040,2076214,5260193,660772,21052,5703,12902,112835,3920,566242,1332690,807021,896927,433651,379505,79862,4495898,942150,5438048,3563443,1740746,723415,53718
493,GUJARAT,Tapi,807022,402188,404834,490036,269007,221029,343362,105726,254786,9679,80711,725890,22309,52930,239,1476,1828,408,84559,174139,75545,86580,49482,31743,8767,510815,292102,802917,422047,235019,144575,5381
494,DAMAN AND DIU,Diu,52074,25642,26432,38058,20327,17731,54,471,291,275,14713,48613,3190,202,3,1,43,0,1872,7668,8545,9051,4367,1906,635,34044,10735,44779,30475,13932,7599,68
495,DAMAN AND DIU,Daman,191173,124659,66514,150348,104316,46032,7538,1845,481,409,102786,171537,16087,2618,169,216,244,79,8957,28094,30406,26991,14170,9128,1995,119741,20641,140382,122589,52868,15428,288
496,DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709,193760,149949,223230,142521,80709,89720,28164,17799,2195,109003,322857,12922,5113,217,634,1186,293,24701,69140,32004,37809,22700,19655,3566,209575,91055,300630,225103,87888,30346,372
497,MAHARASHTRA,Nandurbar,1648295,833170,815125,906509,512099,394410,573907,211672,438176,14599,127618,1521618,96182,8467,685,4969,6191,2907,166664,218718,121404,160961,113019,58461,9248,848475,790613,1639088,1011352,390419,241534,4990
498,MAHARASHTRA,Dhule,2050862,1054031,996831,1293916,723388,570528,320281,239139,429536,20646,247049,1825460,187901,3653,1422,13405,12818,912,200494,323641,208571,290656,182739,114931,14526,1335558,649568,1985126,1167569,513908,350747,18638
499,MAHARASHTRA,Jalgaon,4229917,2197365,2032552,2891882,1629223,1262659,294217,384359,937174,38930,503108,3457615,560261,7091,3091,143865,27404,9662,482462,735730,532587,627198,375643,229987,31008,3014615,1003050,4017665,2352671,1080237,763529,33480
500,MAHARASHTRA,Buldana,2586258,1337560,1248698,1879874,1048892,830982,60684,385447,603227,13770,217197,1845424,354236,3531,1668,364229,12242,522,315408,457067,400342,406379,228266,113783,19619,1940864,600436,2541300,1467457,641840,473071,3890
501,MAHARASHTRA,Akola,1813906,932334,881572,1411281,758977,652304,48921,129680,388521,9660,240293,1107809,357253,4483,1504,328033,10205,389,231841,328367,275264,291391,205723,112574,15157,1460317,352687,1813004,998769,483200,327932,4005
502,MAHARASHTRA,Washim,1197160,620302,576858,869917,487703,382214,39068,165598,310195,7122,86877,859949,142672,1707,518,179330,8476,381,166509,238985,160331,162762,116032,47865,7294,899778,291525,1191303,682919,302425,210185,1631
503,MAHARASHTRA,Amravati,2888445,1480768,1407677,2251875,1207104,1044771,198294,198793,667943,20998,348588,2055177,421410,7223,2242,383891,11360,3288,326195,468853,463051,525116,346876,203273,16148,2349512,478074,2827586,1540590,783549,553265,11041
504,MAHARASHTRA,Wardha,1300774,668385,632389,1019458,552617,466841,72809,132989,282170,13785,179291,1057096,53854,2696,2147,175417,5663,2254,140470,186781,201471,225208,158055,93772,7017,1012774,212054,1224828,659540,370227,270107,900
505,MAHARASHTRA,Nagpur,4653570,2384975,2268595,3673808,1959220,1714588,214005,206606,423587,52419,1185948,3492202,390974,34667,20469,668050,24528,12181,325084,666693,812381,790443,542228,493236,73475,3703540,601547,4305087,2460820,1361821,818467,12462
506,MAHARASHTRA,Bhandara,1200334,605520,594814,899860,488709,411151,44371,123099,312183,17169,144854,1009352,26502,2145,831,154458,1017,3555,115150,187870,208902,204435,153749,67061,12452,949619,235524,1185143,626978,333120,232754,7482
507,MAHARASHTRA,Gondiya,1322507,661554,660953,1004243,542837,461406,108309,186509,281414,32525,164971,1153861,26157,1827,2160,125282,1568,5080,138457,237888,231153,225595,159570,57923,9620,1060206,256549,1316755,704214,371908,244111,2274
508,MAHARASHTRA,Gadchiroli,1072942,541328,531614,708365,395110,313255,207929,225358,247813,11321,99745,927411,21063,3872,681,82695,454,30047,108850,145767,139482,140345,95911,35809,4154,670318,360229,1030547,605217,289448,175518,2759
509,MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1578615,872565,706050,192688,220978,473983,21346,341865,1780085,92297,10701,5251,286734,3861,23188,243773,316192,337320,351610,241179,126488,15040,1631602,516728,2148330,1163802,629890,403719,6896
510,MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2022574,1115980,906594,253161,333504,739718,17899,264878,2251401,239236,4567,1596,249874,11422,3745,391944,562739,382001,389924,245819,123074,21889,2117390,718204,2835594,1549263,733258,483813,6014
511,MAHARASHTRA,Nanded,3361292,1730075,1631217,2189425,1255222,934203,137803,447823,632395,29158,384577,2501741,471951,3902,13540,354189,5049,1273,416869,691348,368723,416761,255650,156225,21729,2327305,884626,3211931,2008314,809135,535827,8016
512,MAHARASHTRA,Hingoli,1177345,606294,571051,790743,450551,340192,54280,241613,226483,8268,92818,863199,127552,992,643,176679,5278,103,175736,266649,127246,136075,74544,38698,5932,824880,331388,1156268,692117,281905,201828,1495
513,MAHARASHTRA,Parbhani,1836086,942870,893216,1157814,666291,491523,19944,295030,317806,13210,196751,1328385,306364,2081,1371,187899,6238,262,229217,396713,204316,229103,116041,81333,9703,1266426,552643,1819069,1078349,436486,313455,7796
514,MAHARASHTRA,Jalna,1959046,1011473,947573,1195523,699428,496095,20275,418952,300937,16705,194292,1504641,274221,12542,1629,152540,9619,336,271061,422207,218189,225331,120715,64060,9724,1331287,545980,1877267,1150104,454836,341479,12627
515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,69490,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,7583
516,MAHARASHTRA,Nashik,6107187,3157186,2950001,4345366,2397538,1947828,771822,967385,730228,56132,1009583,5237009,693052,23946,8912,94783,38212,1795,544346,1038955,851714,830070,485052,373100,97219,4220456,1481778,5702234,3580633,1567252,948469,10833
517,MAHARASHTRA,Thane,11060148,5865078,5195070,8227161,4591396,3635765,773259,349931,418004,124461,3600371,8716055,1355630,280700,39149,449617,172052,9862,712171,1530916,1588196,1751284,1080597,961719,114453,7739336,1692022,9431358,6184519,3241888,1579921,53820
518,MAHARASHTRA,Mumbai Suburban,9356962,5031323,4325639,7575485,4223029,3352456,49527,16086,20722,118816,3579397,6337132,1795788,322476,47288,469568,343639,18345,512268,1140066,1628031,1914168,1091433,1183117,189063,7658146,1111093,8769239,4936360,2812001,1575566,33035
519,MAHARASHTRA,Mumbai,3085411,1684608,1400803,2509022,1410680,1098342,11605,6051,5745,45538,1227062,1873762,773173,84555,13471,134257,166000,31094,118967,399792,603937,665263,378764,343374,57044,2567141,262312,2829453,1553005,933586,583243,15577
520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,151468,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,8966
521,MAHARASHTRA,Pune,9429408,4924105,4505303,7171723,3940210,3231513,169744,886530,414461,105711,2642291,8090254,673704,134192,27090,340404,127786,9873,559840,1234549,1383055,1414563,867256,1086650,190336,6736249,1353077,8089326,5184734,2624165,1586132,34377
522,MAHARASHTRA,Ahmadnagar,4543159,2342825,2200334,3151890,1773355,1378535,187065,1013050,559009,57156,575375,4107143,320743,22766,5431,33898,38718,1408,483996,833691,580959,745895,411908,315842,32304,3404595,1061271,4465866,2496560,1166245,865139,15215
523,MAHARASHTRA,Bid,2585049,1349106,1235943,1718507,987185,731322,15916,606280,373566,21093,254609,2174672,320395,2097,824,68482,8719,399,309704,436446,280800,316758,206530,129996,11438,1691672,821607,2513279,1473882,614615,494436,2116
524,MAHARASHTRA,Latur,2454196,1273140,1181056,1650672,932432,718240,27616,331780,416578,17663,280836,2006984,367664,2387,935,66535,6387,310,268627,423711,296910,380344,224998,153256,18106,1765952,596213,2362165,1406364,584243,453229,10360
525,MAHARASHTRA,Osmanabad,1657576,861535,796041,1137810,644304,493506,17470,297361,299525,19831,157199,1437623,178925,942,340,28216,4530,195,183972,300965,201646,260772,139479,96847,9913,1193594,440363,1633957,917343,393539,343021,3673
526,MAHARASHTRA,Solapur,4317756,2227852,2089904,2910676,1651266,1259410,37807,637250,558334,71106,631705,3795424,441254,9882,1279,35497,28134,568,390337,788150,535848,643327,328020,236302,29051,2951035,976795,3927830,2402794,1089900,809935,15127
527,MAHARASHTRA,Satara,3003741,1510842,1492899,2225694,1201034,1024660,14425,585876,297241,39772,432058,2691952,146970,4408,1182,141315,12810,676,288427,495822,407977,556706,299993,243457,20884,2313266,545423,2858689,1517324,800492,671702,14223
528,MAHARASHTRA,Ratnagiri,1615069,761121,853948,1199392,619012,580380,9972,296913,153117,17230,246816,1307211,187197,1990,230,113467,3347,95,163025,378554,269872,247257,111600,65700,15429,1251437,319622,1571059,777431,438905,396967,1766
529,MAHARASHTRA,Sindhudurg,849651,417332,432319,666067,348289,317778,3401,124812,81816,9679,130871,780384,26264,15471,219,24762,1046,53,86480,165284,134734,175070,89023,48418,3451,702460,121922,824382,382024,242296,222963,2368
530,MAHARASHTRA,Kolhapur,3876001,1980658,1895343,2825845,1559760,1266085,14728,660872,266028,59932,717222,3379906,286558,15573,1570,29766,154882,1274,321457,622362,487227,698604,395234,335413,40828,2901125,778000,3679125,1972486,1084858,801590,17067
531,MAHARASHTRA,Sangli,2822143,1435728,1386415,2049467,1121550,927917,8927,480554,290693,40824,403033,2440312,239607,9098,1260,38210,87453,769,208511,507318,459156,453404,244804,214003,36983,2124179,579039,2703218,1450907,752303,603739,15194
532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,856350,626997,248322,363737,484912,84661,390357,2399901,275970,15422,1377,25510,617,322,232470,344167,281752,225957,143143,100226,19277,1346992,1030640,2377632,1536378,704551,422522,77788
533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,790214,599596,97262,278102,448281,171311,363382,2123426,391596,19653,2357,1847,542,146,269487,421399,338668,396396,223365,141850,13382,1804547,1041862,2846409,1399773,676401,437573,37588
534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1257238,949591,53250,360390,756859,168340,591179,3491139,244723,24979,2086,332,312,115,340372,453505,482842,463403,293493,256633,35312,2325560,1280393,3605953,1940234,1031735,728494,75806
535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,953406,683731,82411,353221,571129,67642,450211,2637313,342449,34301,1309,554,457,217,324267,503713,481984,373729,201928,127493,16466,2029580,1199818,3229398,1735769,779738,509368,8413
536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1542688,1349467,23381,28308,23029,46157,1315803,2046051,1713405,87522,11446,1268,19560,1929,230962,596591,685215,811501,517425,558090,45937,3445721,556902,4002623,2249130,1068243,542669,83281
537,ANDHRA PRADESH,Rangareddy,5296741,2701008,2595733,3538028,1948784,1589244,105989,270925,349032,73387,1502734,4458858,617518,144037,8062,2041,3536,1629,457916,756588,809283,821821,598940,740896,57436,4242880,1158473,5401353,2966988,1455864,738037,135852
538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,1158386,782260,177234,569142,931084,57846,524429,3673456,334172,21345,658,290,388,267,419379,596134,441585,308575,169083,98227,16121,2049104,1604319,3653423,2360874,1027525,637430,27199
539,ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,2001019,1160757,840262,190403,325224,863131,45124,508214,3249231,188646,35025,937,241,250,132,369537,518669,471233,367424,238695,196134,27003,2188695,1294811,3483506,1932349,897137,651748,7575
540,ANDHRA PRADESH,Warangal,3512576,1759281,1753295,2065023,1179790,885233,261680,401646,758092,43550,502367,3273755,197333,31377,1453,253,569,126,314252,457529,454322,430242,279234,248942,27663,2212184,1191252,3403436,1891954,941452,664872,14298
541,ANDHRA PRADESH,Khammam,2797370,1390988,1406382,1630234,901640,728594,387033,224972,804537,19799,360754,2595321,158887,33463,655,217,459,539,295639,346118,329630,238811,154774,160804,25456,1551232,875272,2426504,1530602,774583,477955,14230
542,ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,1495381,857824,637557,84736,165317,700833,34479,389659,2666950,9025,18879,193,77,160,106,291793,348354,319244,251521,146721,121213,21031,1499877,1009992,2509869,1423119,747385,528736,3874
543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,707503,530885,120869,212285,557254,27469,360954,2299129,16423,17853,380,114,815,183,250446,300057,257468,186576,115144,103591,27041,1240323,1031683,2272006,1206366,666394,451469,20245
544,ANDHRA PRADESH,Visakhapatnam,4290589,2138910,2151679,2568249,1422878,1145371,315595,322164,578949,54545,934221,4105320,86330,77607,2301,850,2316,286,414636,568178,649271,541942,329770,289734,44164,2837695,1418851,4256546,2274553,1245627,716066,54343
545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,1716933,1571644,108773,160407,1122046,57853,753375,4983330,77777,77825,738,413,4149,403,669420,947606,797497,521562,271809,263023,47702,3518619,1524603,5043222,2724328,1478954,948122,2892
546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1379223,1273166,55705,155275,1061787,33861,522189,3733191,86142,109120,288,209,1578,211,595331,718960,585595,415178,215863,207586,33329,2771842,1028767,3800609,2051513,1127764,755533,2156
547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,1598959,1410759,65730,150166,1006976,48444,843294,4023678,307043,145598,1393,863,6320,906,618101,692968,630603,531821,312753,328454,54728,3169428,1352499,4521927,2340943,1284630,833959,57866
548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,1634726,1325715,121984,302341,1227956,47436,803891,4217597,559770,89763,764,323,3282,332,736270,845810,674957,453446,246580,221924,30279,3209266,1474349,4683615,2583462,1371811,928462,4078
549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1107686,796749,74468,280029,889218,42603,488717,3150195,220654,18775,266,97,204,206,489805,495556,368919,249034,142026,133627,21976,1900943,1218310,3119253,1832695,917391,641707,5655
550,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557,1492974,1470583,1832189,1011922,820267,140829,165513,625262,35403,488383,2639737,288378,26202,678,239,2610,146,437438,451130,370710,267243,161031,148394,27865,1863811,940785,2804596,1574713,840448,544022,4374
551,ANDHRA PRADESH,Y.S.R.,2882469,1451777,1430692,1716766,994699,722067,37315,243607,542455,55824,478518,2391231,454108,23281,367,105,751,245,408650,509166,413364,258798,140145,116330,16231,1862684,893657,2756341,1553667,793583,530412,4807
552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,1246369,880792,40779,310954,1037302,60791,620378,3328380,670737,33165,737,255,2235,434,521327,672951,466940,271828,152453,115504,19282,2220285,1517933,3738218,2368684,1053618,609027,22134
553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,1338474,972486,75554,413253,879537,105343,638033,3599372,443456,20463,932,341,1417,309,462273,720357,582075,331793,162175,144915,23341,2426929,1369069,3795998,2189396,1104565,739612,47575
554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1484794,1183084,79409,434544,748093,57269,693451,3737588,397870,24129,867,253,1322,358,522961,770836,673197,548336,265199,246409,36017,3062955,1170993,4233948,2148179,1159053,807430,59402
555,KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,1725548,1326484,148525,711980,649517,60342,683829,4038331,528412,18418,2037,1086,178310,149,544564,1057297,609600,532584,279583,201884,56621,3282133,1346776,4628909,2669348,1251116,857143,2054
556,KARNATAKA,Bagalkot,1889752,950111,939641,1113412,641388,472024,48733,196199,303243,44797,273842,1634229,219991,3433,443,412,25198,166,242336,385986,147397,171505,115095,82319,25791,1170429,608843,1779272,1123443,465706,299774,829
557,KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,730566,517702,19402,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,499,246391,430477,143199,182756,129109,96990,24569,1253491,746979,2000470,1295274,527085,353549,1423
558,KARNATAKA,Bidar,1703300,870665,832635,1042673,597198,445475,116035,141302,280091,18095,263120,1289709,335184,35438,1145,30453,680,521,188998,474921,194233,181076,105347,54900,12885,1212360,515395,1727755,1018195,397120,287271,714
559,KARNATAKA,Raichur,1928812,964511,964301,979769,577213,402556,184970,245299,383526,19095,255493,1634062,272022,10394,538,2265,4156,29,147743,385673,163709,153346,82082,50463,14622,997638,783126,1780764,1196670,465173,265810,1159
560,KARNATAKA,Koppal,1389920,699926,689994,809085,468785,340300,81510,163413,273016,18794,199543,1218024,161770,4081,296,85,2898,461,222140,357098,127605,113028,72243,43967,10431,946512,472182,1418694,855430,330393,202984,1113
561,KARNATAKA,Gadag,1064570,537147,527423,700177,397178,302999,30679,127441,200310,15485,152486,907750,143665,3432,231,79,5993,74,121615,244640,112703,105150,63816,42053,12822,702799,306138,1008937,601578,279069,183409,514
562,KARNATAKA,Dharwad,1847023,937206,909817,1301664,711776,589888,43375,164279,207642,16463,396449,1390020,386834,28747,1486,715,29037,2748,252596,383041,185530,227113,143453,137768,34302,1363803,428556,1792359,1017935,505688,322577,823
563,KARNATAKA,Uttara Kannada,1437169,726256,710913,1081906,582099,499807,17144,111581,116336,9492,371117,1187306,187974,44530,305,12804,3624,64,198632,338390,183534,210270,108521,94767,22876,1156990,277857,1434847,742281,412649,281542,697
564,KARNATAKA,Haveri,1597668,819128,778540,1085443,603793,481650,69271,203055,311263,20217,195531,1281878,297927,2406,419,68,9834,702,240925,430529,201965,158442,84357,55310,16830,1188358,383494,1571852,904453,426094,266586,535
565,KARNATAKA,Bellary,2452595,1236954,1215641,1421621,813440,608181,225955,258080,406092,22832,429876,2103633,320834,14014,1029,284,8044,54,275785,529576,219702,203139,121453,89475,29367,1468497,787762,2256259,1487013,617276,346905,1401
566,KARNATAKA,Chitradurga,1659456,840843,818613,1087392,607188,480204,149615,286245,294337,26235,249770,1520553,128751,3175,322,84,3778,128,188329,332648,196470,217567,132435,75262,22078,1164789,452975,1617764,891230,460057,306412,1757
567,KARNATAKA,Davanagere,1945497,986400,959097,1308540,720637,587903,115304,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,242130,446793,206686,269748,154781,123863,32375,1476376,467414,1943790,1068518,538551,336173,2255
568,KARNATAKA,Shimoga,1752753,877415,875338,1263016,674938,588078,32705,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,367,191641,385978,292481,251095,132138,111753,18036,1383122,355222,1738344,913150,513297,325542,764
569,KARNATAKA,Udupi,1177361,562131,615230,926429,465704,460725,26669,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,155,142493,286193,176260,178094,109663,107279,18444,1018426,204028,1222454,559565,340903,276234,659
570,KARNATAKA,Chikmagalur,1137961,566622,571339,818345,438257,380088,22980,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,4,114570,257550,160083,177585,96470,72420,12631,891309,204371,1095680,564994,341380,230864,723
571,KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1006024,807367,104294,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,161,270373,500593,386998,423738,213588,143735,30687,1969712,686274,2655986,1351461,760936,564196,2387
572,KARNATAKA,Bangalore,9621551,5022661,4598890,7512276,4078041,3434235,91075,95619,97914,108898,3944496,7725070,1248294,504863,13254,5531,83090,498,599794,1509693,1629870,2018079,1196965,1733274,198399,8886074,1304048,10190122,5275666,2909575,1424195,12115
573,KARNATAKA,Mandya,1805769,905085,900684,1149649,638668,510981,11092,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,109,145178,309476,226552,308624,157839,102838,19987,1270494,504734,1775228,902307,527236,375100,1126
574,KARNATAKA,Hassan,1776421,883667,892754,1225256,668836,556420,16343,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,182255,354480,232531,292369,147837,103152,27774,1340398,401227,1741625,877340,522039,375918,1124
575,KARNATAKA,Dakshina Kannada,2089649,1034714,1054935,1666323,864019,802304,41307,33810,29274,188207,746430,1403854,501896,171398,525,445,10397,138,191317,520715,296110,309141,178989,185916,36295,1718483,298846,2017329,1072417,608450,407902,880
576,KARNATAKA,Kodagu,554519,274608,279911,412877,215302,197575,29544,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,51287,111562,75291,86232,54939,43225,8251,430787,91352,522139,276918,163360,113919,322
577,KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1063766,898414,167850,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,207091,537686,404565,452412,222230,212541,26834,2063359,747237,2810596,1580116,865220,553705,2086
578,KARNATAKA,Chamarajanagar,1020791,512231,508560,565279,312957,252322,60850,113105,214303,14007,140278,942071,47210,22183,136,4872,761,140,82487,204765,132421,109361,57053,34799,9600,630486,401643,1032129,519046,294903,206003,839
579,KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,828359,599009,32429,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,177860,579057,270622,290570,153746,104256,20492,1596603,883704,2480307,1570719,604665,388935,2007
580,KARNATAKA,Yadgir,1174271,590329,583942,510003,306751,203252,73285,159333,234655,13192,140516,997974,155340,8677,331,7970,1519,996,98481,204926,77942,73599,40104,27728,4634,527414,579042,1106456,738451,267222,168186,412
581,KARNATAKA,Kolar,1536401,776396,760005,1016219,564110,452109,38878,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,138015,289841,228422,225498,107929,71422,17961,1079088,399089,1478177,841499,419380,274240,1282
582,KARNATAKA,Chikkaballapura,1255104,636437,618667,783222,442158,341064,77331,212226,206939,20276,200337,1100131,147810,4684,264,85,975,77,100059,219778,193549,187040,80928,55056,6631,843041,380402,1223443,666451,350299,236864,1490
583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,385311,303438,25756,127770,84108,19457,228556,890429,92252,5368,389,272,1045,85,100770,168165,126285,166677,82235,51015,10741,705888,205062,910950,535765,278153,176083,922
584,KARNATAKA,Ramanagara,1082636,548008,534628,674758,378461,296297,11327,208130,102460,17723,203146,959260,114311,6390,383,104,859,57,98447,187673,119218,155358,77233,46318,8802,693049,324721,1017770,559082,297330,224785,1439
585,GOA,North Goa,818008,416677,401331,663060,351738,311322,28782,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,380926,260533,175035,1514
586,GOA,South Goa,640537,322463,318074,502427,264085,238342,47545,15952,12640,5846,215152,341664,63623,231961,855,542,563,92,29874,73039,119869,108989,64786,57460,9579,463596,88577,552173,314480,194872,130605,580
587,LAKSHADWEEP,Lakshadweep,64473,33123,31350,52553,28023,24530,30605,0,0,264,18489,1788,62268,317,8,10,11,7,5641,13391,13836,13997,6642,3491,1059,58057,5953,64010,33877,19244,11237,115
588,KERALA,Kasaragod,1307375,628613,678762,1037492,516476,521016,24907,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,115476,268084,230416,238900,122657,76192,16585,1068310,212905,1281215,688763,369883,246975,1754
589,KERALA,Kannur,2523003,1181446,1341557,2138434,1012956,1125478,21230,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,204713,487016,491844,540383,308670,217203,40277,2290106,279352,2569458,1187177,741984,588081,5761
590,KERALA,Wayanad,817420,401684,415736,645585,328136,317449,76967,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,65326,144896,137227,184266,87042,51111,8786,678654,131211,809865,412806,246590,157326,698
591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,1266939,1348504,7799,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,247996,564392,647221,630818,351267,250117,53166,2744977,335520,3080497,1487644,909581,686109,2959
